image,ground_truth,prediction,cer,wer,exact_match
images/v2_027230.jpg,Đồng ý cho Khánh Ly xử dụng những bài hát,Đồng ý cho Khánh Ly xử dụng những bài hát,0.0,0.0,1
images/v2_048986.jpg,Nội dung Bài thơ sang thu là sự cảm nhận tinh tế của tác,Nọi dung Bài thơ sang thu là sự cảm nhận tình tế của tác,0.0357,0.1429,0
images/v2_021411.jpg,tưởng quên hết dễ dàng hơn đi tiếp,tưởng quên kết dễ dàng hơn đi tiếp,0.0294,0.125,0
images/v2_019340.jpg,được viết cận đối ở giữa. Bên dưới là số điện thoại,được viết cân đối ở giữa. Bên đười là số diện thoại,0.0784,0.25,0
images/v2_005906.jpg,Bài 1: Viết tập hợp A các số tự nhiên nhỏ hơn 4,Bài 1: Viết tập hớp A các số tự nhiên nhỏ hơn 4,0.0213,0.0769,0
images/v2_008612.jpg,b) Trên tia đối của HA lấy đ' E sao,"b, Tiên tia đối của HA Rấy d² E sao",0.1429,0.4,0
images/v2_047995.jpg,đừng mơ ước,Đừng bờ ước,0.2727,0.6667,0
images/v2_023911.jpg,Nếu bạn đã từng đi qua những làng quê ở Việt Nam,Nếu bạn đã từng đi qua những làng quê ở Việt Nam,0.0,0.0,1
images/v2_037982.jpg,cắt AB tại M và AC tại N.,cắt AB tại M và AC tại N.,0.0,0.0,1
images/v2_002186.jpg,sự ủng hộ cho phép của bố mẹ mà con vẫn,sự ủng hệ cho phẹp sửa bố mẹ mà con vẫn,0.1026,0.2727,0
images/v2_028889.jpg,"nhiều hoạt độg hơn, giữ mức độ","nhiên hoạt độg hơn, giữ mắc độ",0.1,0.2857,0
images/v2_051682.jpg,Là nụ hoa mới chớm hay là lá sang thu,Là nụ hoa mới chăm hay là lời sang thu,0.0811,0.2,0
images/v2_020246.jpg,nhiên sau khi mưa thật yên bình nhưng cũng,nhiên sau khi mưa thật yên bình nhưng cũng,0.0,0.0,1
images/v2_002583.jpg,"a) Trong các quý của năm 2021 quý nào bán được ít nhất, nhiều nhất","a) Trong các quý của năm 2011 quý nào bán được íí nhấu, nhiều nhất",0.0455,0.2,0
images/v2_042358.jpg,của ông? Những tác phẩm nổi tiếng của ông?,của ông? Những tác phẩm nổi tiếng cực ông?,0.0476,0.1111,0
images/v2_041121.jpg,"Nhận xét về đạo đức, sự tận tụy và chuyên môn của Thành Nhân:","Nhận xét về đạo đức, sự tận tụy và chuyên môn của Thành Nhân:",0.0,0.0,1
images/v2_006367.jpg,Câu 8. Yếu tố nòi k gây ra bệnh cây.,Câu 8. Yếu tố nội k gây ra bệnh cây.,0.0278,0.1,0
images/v2_041172.jpg,a) Em hãy chỉ giúp chú cách cắt tiết kiệm nhất (không phải bỏ,a) Em hãy chỉ giúp chủ cách cắt tiết kiệm nhất (không phải bỏ,0.0164,0.0714,0
images/v2_008963.jpg,Số đá còn lại m giấu ở đâu ???,Số đá còn lại m giấu ở đâu mg,0.1,0.1111,0
images/v2_054941.jpg,"b, Tính điện trở tương đương của đoạn mạch và cường độ dòng điện của mỗi",bình điện trở thông đường của đạn mạch là cường độ dàng điện của mỗ,0.1528,0.5,0
images/v2_044620.jpg,"Mỗi đơn vị đo khối lượng đều gấp 10 lần đơn vị bé hơn, liền nó.","Mỗi đơn vị đo khối lượng đều gấp 10 lần đơn vị bé hơn, liền nó.",0.0,0.0,1
images/v2_043200.jpg,"Chữ số 5, chỉ năm mươi (năm chục)","Chữ số 5, chỉ năm mươi (năm chục)",0.0,0.0,1
images/v2_050296.jpg,A - P.s = 500.120 = 600000 (J),A-P.S=500.120=6000 (I),0.3333,1.0,0
images/v2_047246.jpg,em ko thể quên như: Đi tham quan ở Cố Đô Hoa Lư - Ninh,em Ko thể quên như: Đi tham quan ở Cố Đỏ Hoa lư - Minh,0.0741,0.2667,0
images/v2_049517.jpg,hút chính mà do bạn vô tình đạp phải,hút chính mà do bạn vô tình đạp phải,0.0,0.0,1
images/v2_044417.jpg,Mẹ Hứa mẹ luôn bên con và em hai con luôn là hạnh phúc,Mẹ Hứa mẹ luôn bên con và em boi cao luôn là bạnh phúc,0.0926,0.2143,0
images/v2_016425.jpg,và con cảm nhận được mẹ đã nhọc nhằn nuôi,và con cảm nhận được mẹ đã nhọc nhằm nuôi,0.0244,0.1,0
images/v2_040690.jpg,anh đây khi yêu em là trao cho em cả,anh đây khi yêu em là trao cho em cả,0.0,0.0,1
images/v2_012460.jpg,"phải xa hương cầu thực, bỏ lại con cái sống trong sự cay độc","phải xa hương cầu thực, bỏ lại con cái sống trong sự cáy độc",0.0167,0.0714,0
images/v2_041721.jpg,Ở đây đã có chất mới được sinh ra → HTHH.,Ở đây đã có chất mới được sinh ra -> HTHH.,0.0488,0.0909,0
images/v2_014352.jpg,Tôi đồng ý cho BVĐK Thanh Vũ đăng nhận xét này lên Website/Facebook,Tôi đồng ý cho BVDK Thanh Vũ đăng nhận xét này lên Website/Facebook,0.0149,0.0769,0
images/v2_023089.jpg,nhà tôi và thắc mắc của người dân trong vụ việc UBND quận Hoàng Mai ban hành,nhà tôi và thắc mắc của người dân trong vụ việc UBND quận Hoàng Mai ban hành,0.0,0.0,1
images/v2_052555.jpg,Trán cô có nhiều nết nhăn bởi vì cô thức,Trán cô có nhiều nết nhăn bởi vì cô thức,0.0,0.0,1
images/v2_039784.jpg,"8. Một khu đất có dạng hình chữ nhật với chiều dài 48 m, chiều rộng 42 m. Người ta","8. Một khu đất có dạng hình chữ nhật với chiều dài 48 m, chiều rộng 42 m. Người ta",0.0,0.0,1
images/v2_015081.jpg,diệt chủng tàn bạo.,dịch chúng tàn bạo.,0.2105,0.5,0
images/v2_052354.jpg,khiếm thị khi lắng nghe lời mời gọi của,khiếm thị khi lắng nghe lời mời gọi của,0.0,0.0,1
images/v2_050838.jpg,"nhau ở H. Gọi M là trug điểm của BC, D là điểm","nhau ở 41. Gọi M là trung điểm của BC, D là điền",0.1087,0.2308,0
images/v2_018756.jpg,bản hoàn toàn mới. Đây có lẽ là quyển sách giúp Trí kết,bản hoàn toàn mới. Đây có lẽ là quyển sách giúp Trí kết,0.0,0.0,1
images/v2_054580.jpg,Thời gian đi: 1 giờ.,thời gian đi: 1 giữ.,0.1,0.4,0
images/v2_032553.jpg,Cùng lắm mỗi khi tức giận quá thì bố ném,Cùng lắm mỗi khi tức giận quá thì bố ném,0.0,0.0,1
images/v2_048835.jpg,"màu sắc mà bn muốn thể hiện, nếu bn càng chắc chắn về chất","nàu sắc mỗi bn muối thể hiệu, nếu bn càng chức chân về chất",0.1207,0.4286,0
images/v2_039741.jpg,"+ Tỷ giá ngoại tệ (vàng bạc, đá quý)","+ Tỷ giá ngoại tệ (vàng bạc, đá quý).",0.0278,0.1111,0
images/v2_003214.jpg,"rén bước ra, tung tăng trong ngọn gió nhẹ, nhảy trên cỏ,","tén bước ra, tung tăng trong ngọn gió nhẹ, nhảy trên cỏ,",0.0179,0.0833,0
images/v2_048802.jpg,Các số hạng hơn kém nhau 6 đơn vị,Các số hạng hỏi kém nhau b đơn vị,0.0909,0.2222,0
images/v2_051007.jpg,Khoanh tròn vào chữ đặt trước câu trả lời đúng,Khoanh tròn vào chữ đặt trước câu trả lời đúng,0.0,0.0,1
images/v2_044944.jpg,làm thủ tục Sang tên Chuyển nhượng theo,làm thin tục say tru chuyển nhưng theo,0.2308,0.625,0
images/v2_056693.jpg,"là cách ta đáp lại lời truyền giáo của tổ tiên, nối tiếp hành trình","là cách ta đép lại lời truyền giao của tổ tiên, nổi tiếp hành trình",0.0448,0.2,0
images/v2_057688.jpg,"mặt phẳng tới, ta thấy vệt sáng in trên tường ở vị trí s""","mặt phẳng tôi, ta thấy vệt sáng in trên tưởng ở vị trí s""",0.0351,0.1429,0
images/v2_000530.jpg,"nghĩ. Có lẽ vì xúc động quá mà xưng hô cũng loạn cả lên, mong","nghĩ. Có lẽ vì xúc động quá mà xưng hô cũng loạn cả lên, mong",0.0,0.0,1
images/v2_017988.jpg,OB' theo thứ tự vuông góc với OA và OB. Chứng,O B' theo thứ Hộ vuông góc với O4 và OB Của,0.2,0.5455,0
images/v2_025939.jpg,"nghệ để bàn xét về v/đ thơ chống Đảng, ông Vương Anh liếc","nghệ để bàn xét về V/đ thơ chống Đảng, ông Vường Anh liếc",0.0351,0.1538,0
images/v2_043137.jpg,"Khi các chiến sĩ và Bác bàn bạc xong, mọi người cùng","Khi các chiến sĩ và Bác bàn bạc xong, mọi người cùng",0.0,0.0,1
images/v2_054397.jpg,bạn khác. Tủ đồ quần áo của mẹ không có 1 cái váy,bạn khác. Tủ đồ quần áo của mẹ không có 1 cái váy,0.0,0.0,1
images/v2_001437.jpg,"Mà tôi muốn nói đến ""lòng biết ơn"" của con người.","Mà tôi muốn nói đến. ""lòng biết ơn"" của con người.",0.0204,0.0909,0
images/v2_019348.jpg,Trường hợp không nộp tiền phạt tại chỗ cho người có thẩm quyền xử phạt theo quy định tại Khoản 2 Điều 78,"Trường hợp không nộp tiền phạt tại chỗ cho người có thẩm quyền xử, phạt theo guy định tại Khoản 2 Điều 78",0.0192,0.087,0
images/v2_045827.jpg,phân giác của CBP CBP,phân giác của ABA CBP,0.0952,0.2,0
images/v2_019390.jpg,"học tập tu luyện tại đây, dưới dìu dắt chỉ bảo nhiệt","học tập tu huyện tại đây, dượi dùi dắt chỉ bảo nhiệt",0.0769,0.25,0
images/v2_037670.jpg,"Tự ý đốt dọn THực kì mà không THông báo cho Tổ dân PHố, chính","sự ý đối don mực bài mà không THông báo cho Tổ dân phố, chính",0.1639,0.4,0
images/v2_023524.jpg,sẽ cố gắng phấn đấu để trở thành một người,sẽ cố gắng phấn đấu để trở thành một người,0.0,0.0,1
images/v2_037481.jpg,tiếp tục cộng tác chặt chẽ với cơ quan báo chúng tôi.,tiếp tục cộng tác chặt chỡ với cơ quan báo chúng tôi.,0.0189,0.0833,0
images/v2_024993.jpg,tới Thầy và Toàn thể g/đ Ta luôn gặp nhiều may,tới Thầy và Toàn thể giđ Ta luôn gặp nhiêu may,0.0435,0.1818,0
images/v2_015545.jpg,7. Vào ngày vào trong năm ở hai nửa bán cầu đều,7. Vào ngày vào trong năm ở hai nửa bán cần đều,0.0213,0.0833,0
images/v2_006989.jpg,đang hóa thân vào bất kì vai diễn nào. Sự,đang hóa thân vào bất kì vai diễn nào. Sự,0.0,0.0,1
images/v2_031667.jpg,Kính gửi Đội ngũ Bác sỹ lãnh đạo Trưởng khoa Hô Hấp nội tiết,Kính gửi Đội ngũ Bác sỹ lãnh đạo Tưởng Nhoa Hô Hấp nội tiết,0.0333,0.1429,0
images/v2_055924.jpg,b) Tính công suất tiêu thụ của mạch,b) Tính công suốt tiêu thu của mạch,0.0571,0.25,0
images/v2_025211.jpg,"những lúc nhớ ba, em lại chạy tới ôm mẹ và hỏi: ""Khi","những lúc nhớ ba, em lại chạy tới ôm mẹ và hỏi: ""khi",0.0192,0.0769,0
images/v2_013055.jpg,"Tết Trung thu, Bác gửi các cháu thư này:",Tết Trung thu. Bác gửi các cháu thư này:,0.025,0.1111,0
images/v2_019799.jpg,"vì đã ko thể đi chơi một cách đàng hoàng,","vì đã ko thể đi chơi một cách đàng hoàng,",0.0,0.0,1
images/v2_055397.jpg,"c, Điểm N có phải trung điểm của OM vì.","c, Điểm N có phải trung điểm của OM vì.",0.0,0.0,1
images/v2_029939.jpg,=> Bố và mẹ mỗi người đều cho giao tử a,=> Bố và mẹ mỗi yêu đến cho giao tử a,0.1795,0.1818,0
images/v2_016390.jpg,"Ba, TP Huế làm nghề thủ công gây ô nhiễm môi trường","Ba, TP Hức làm nghề thủ công gây ê nhiễm môi trường",0.0588,0.1667,0
images/v2_045240.jpg,viện đó đã cho học sinh mượn mỗi loại bao nhiêu quyển sách?,viện đó đã cho học sinh mượn mỗi loại bao nhiêu quyển sách?,0.0,0.0,1
images/v2_027807.jpg,Trong Trường hợp vì sự nghiệp chống Mỹ cứu nước,Trong Trường liệp vì sự nghiệp đống kỹ cứu nước,0.1277,0.3,0
images/v2_041873.jpg,"em sống gần gũi, tình cảm, luôn quan tâm tới chị","em sống gần gũi, tình cảm, luôn quan tâm tới chị",0.0,0.0,1
images/v2_019605.jpg,Chăm lo cho những búp non đâm chồi,Chăm lo cho những búp non đâm chồi,0.0,0.0,1
images/v2_038507.jpg,"tập một, trang 145), thực hiện các yêu cầu sau :","tập một, trang 145), thực hiện các yêu cầu sau:",0.0208,0.1818,0
images/v2_022646.jpg,dù đã phản ứng nhưng nhà trường vẫn k,dù đã phản ứng nhưng nhà trương vẫn khi,0.0811,0.2222,0
images/v2_028949.jpg,không làm việc. Lúc ăn cơm gọi mấy lần cũng,không làm việc. Lúc ăn cơm gọi mấy liền cũng,0.0465,0.1,0
images/v2_004840.jpg,to lớn trĩu đầy trên đôi vai gầy. Con biết bao,to lớn trữu đầy trên đôi vai gầy. Có biết bao.,0.087,0.2727,0
images/v2_010353.jpg,Ngày 25/11/2009: đã ứng tiền anh chị,Ngày 25/14/200g: đã ứng tiền anh chị,0.0556,0.1429,0
images/v2_035821.jpg,nhập hàng phải báo cho thú ý xã để tiến hành,nhập hàng nha kháo cho thú ý xã để tiến lãnh,0.1591,0.2727,0
images/v2_044407.jpg,will be able to enjoy the blue sky,will be able to enjoy the blere sky,0.0588,0.125,0
images/v2_018850.jpg,"d) Sau khi khai triển, biểu thức có 5 số hạng: Đúng","d) Sau khi khai triển, biểu thức có 5 số hạng: Đủng",0.0196,0.0833,0
images/v2_030490.jpg,Nếu a và b là hai phần tử của E thỏa mãn tính,Nếu a và 6 là hai phần từ của E thỏa mân tính,0.0667,0.2308,0
images/v2_052732.jpg,Tiến hành lập biên bản đình chỉ xây,Tiến hành lập kiên loản đình chỉ xây,0.0857,0.25,0
images/v2_000615.jpg,"Vĩnh biệt giáo sư, Nhà giáo nhân dân Phan huy Lê.","Vĩnh học giúa sơ, nhà giáo nhân đến Pham huy đê.",0.2449,0.6364,0
images/v2_043702.jpg,Story revolves on her nightmare and how it continues to scare,Story revolves on her righime re aDs how of con rinves to scave,0.1967,0.6364,0
images/v2_016733.jpg,UBND phường nhận được phản ánh từ Trung tâm giám sát điều hành đô,UBND phường nhận được phạn ánh từ Trung tâm giám sát điều hành đô,0.0154,0.0714,0
images/v2_030118.jpg,ngựa cán một chiếc thì bị thằng,ngượi cán một chiếc thì bị thẳng,0.129,0.2857,0
images/v2_016644.jpg,"làm việc riêng, về nhà thì bị máy tính, điện thoại","làm với nông, về chà thì bị máy tính, điện thợi",0.18,0.3636,0
images/v2_041805.jpg,Nó giúp tôi có thời gian giải trí & tận hưởng cuộc sống.,Nó giúp tôi có thời gian giải trí 2 tận hưởng cuộc sống.,0.0179,0.0769,0
images/v2_030221.jpg,dõi các thông tin và khí hậu môi trường. Cháu nhận,dồi các thông tin và khí hậu môi trường. Cháu nhận,0.02,0.0909,0
images/v2_015216.jpg,Súng gươm vứt bỏ lại hiền như xưa.,Súng gươm vứt bỏ lại hiền như xưa.,0.0,0.0,1
images/v2_009379.jpg,"Góp phần xây dựng, Thị, Thành quê hương","Góp phần xây dựng. Thi, Thành quê hường",0.0769,0.375,0
images/v2_038217.jpg,Thật sự con vẫn không thể tin,Thật sự con vẫn không thể tin,0.0,0.0,1
images/v2_032615.jpg,bạn đừng tự thi trước khó khăn của mình thay vào,bạn đừng tự thì hước khó khăn của mình thay vào,0.0625,0.1818,0
images/v2_015783.jpg,hiện nỗi bất hòa sâu sắc đối với thực tại và niềm khao khát tự do mãnh,hiện nổi bắt hòa sâu sắc đối với thực tại và niềm khao khát tự do mạnh,0.0429,0.1765,0
images/v2_044769.jpg,"là khi ta có ý chí quyết tâm làm việc 1 cách kiên trì, bền","là khi ta có ý chỉ quyết tâm làm việc 1 cách kiên trì, bền",0.0172,0.0667,0
images/v2_040613.jpg,yêu nó thật lòng em đi học như thường ngày,yêu nó thật lòng em đi học như thường ngày,0.0,0.0,1
images/v2_058649.jpg,"2. Cho x1, x2 là 2 No của pt x^2-3x-2=0","2. Cho x1,x2 là 2 No của pt x²-3x=2=0",0.1026,0.3,0
images/v2_057071.jpg,Tìm m để pt có n này bằng 2 lần n kia,- Tìm m để pt có no này bằng 2 lần n? kia,0.1081,0.25,0
images/v2_039943.jpg,(Học sinh bắt đầu làm bài ngay từ dòng thứ nhất),(Học sinh bất đầu làm bài ngay từ dòng thứ nhất),0.0208,0.0909,0
images/v2_005175.jpg,Bài thi viết chữ đẹp số: Lớp,Bài thi viết chữ đẹp số: Lớp,0.0,0.0,1
images/v2_011473.jpg,2. They stayed in avery luxurious hotel lasts umimer,2. They stayed in avery laxurious hotel lasts unimer,0.0385,0.2222,0
images/v2_011140.jpg,Đơn trình bày của anh Trần Đại Thắng,Đơn trình bày của anh Trần Đại Thắng,0.0,0.0,1
images/v2_011800.jpg,Chú ạ hợp tác xã nhà càng đổi mới nhiều hơn Trước,chú ạ hợp tác xã nhà càng đổi bo mới nhiều hơn Tước,0.102,0.25,0
images/v2_051938.jpg,"7. Bà Hải: bánh mì Trứng lá ngải, giò, nhiều tương","7. Bá Hải: banh mì Trứng lá ngủi, giờ, nhiều tương",0.08,0.3636,0
images/v2_044682.jpg,Câu 1: Phong cách ngôn ngữ của văn bản,Câu 1: Phong cách ngôn ngữ của văn bản,0.0,0.0,1
images/v2_058252.jpg,B) Tính tốc độ trung bình của xe trong 2 giờ đầu tiên,b) Tính tốc đô trung bình của xe trong 2 giờ đầu tiên,0.0377,0.1538,0
images/v2_027004.jpg,ước mơ. Mẹ như bức tường để cho em dựa,vớc mơ: Mẹ như bức tường để cho em tực,0.1053,0.3,0
images/v2_034810.jpg,b) Vẽ mô hình sắp xếp các electron trong lớp vỏ,b) Vẽ mô hình sắp xếp các electron trong lớp vỏ,0.0,0.0,1
images/v2_016003.jpg,Tôi làm đơn này đề nghị công an xã Qúy Sơn xác nhận cho tôi là người có hộ,Tôi làm đơn này để nghị công an xũ Quý Sơn xác nhận cho tôi là người có hộ,0.0541,0.1579,0
images/v2_009540.jpg,ta là những con người trẻ tuổi,ta là những con người trẻ tuổi,0.0,0.0,1
images/v2_028225.jpg,you Dad for supplying it.,you Dad for supplyinh it.,0.04,0.2,0
images/v2_024565.jpg,"lao động tự do, nuôi dậy 2 chị em tôi ăn học, nên khi mẹ mất, gia đình tôi","lao động tự do, nuôi dậy 2 chị em tôi ăn học, nên khi mẹ mất, gia đình tôi",0.0,0.0,1
images/v2_023492.jpg,quan đang bận chơi một ván bài sắp được ù to,quan đang bận chơi một văn bác sắp được lì xo.,0.1591,0.3636,0
images/v2_019226.jpg,Xét hình thang OHKO' có:,Xét hình thang 0H/kó Có:,0.2083,0.4,0
images/v2_003677.jpg,của các anh em Đất Cẩm phả Quảng Ninh,cức các anh em Đất cảm phả Quãng rinh,0.1622,0.4444,0
images/v2_052176.jpg,Kiến bò được lên cành cây và thoát chết. Sau này có người thợ săn chăng,Kiến bò được lên cành cây và thoát chết. Sau này có người thợ săn chăng,0.0,0.0,1
images/v2_021258.jpg,"- Cảnh quan tự nhiên chủ yếu là rừng nhiệt đới ẩm, xa van, hoang mạc","- Cảnh quan tự nhiên chủ yếu là nừng nhiệt đới ấm, xa van, hoang nẹo",0.0735,0.1875,0
images/v2_003014.jpg,Chọn a có 1 cách.,Chọn a có 1 cách.,0.0,0.0,1
images/v2_001897.jpg,đã mang lại thành quả d gì. Hệ quả nào là quan trọng,đã mạng lới thành quá đó gì. Hệ quả nào là quan trọng,0.0962,0.3077,0
images/v2_019625.jpg,"gìn, bảo vệ môi trường, tham gia sửa sang trường học,","giỏ, bảo vệ môi trường, tham gia sửa sang trường học,",0.0377,0.0909,0
images/v2_045482.jpg,Đã đăng ký máy tại Ty Bưu điện Thái Bình.,Đã đăng ký máy tại Ty Bưu điện Thái Bình.,0.0,0.0,1
images/v2_010902.jpg,về nơi an nghỉ cuối cùng!,về nơi an nghỉ cuối cùng!,0.0,0.0,1
images/v2_029076.jpg,→ BMNC là tứ giác nội tiếp (góc trong tại một đỉnh bằng góc,=> BMNC là tứ giác nội tép (gốc trong tại một đỉnh bằng góc,0.0847,0.2143,0
images/v2_006586.jpg,"Đặc biệt là đội ngũ Y Bác sĩ, kỹ Thuật","Đặc biệt là đội ngũ ý bác sĩ, lỹ thuật",0.1053,0.4,0
images/v2_057185.jpg,C5. Ngôn ngữ đối thoại của 2 chú cháu có gì đáng,C5: Ngôn ngữ đối thoại của 2 chú cháu có gì đáng,0.0208,0.0833,0
images/v2_046130.jpg,Tôi nhiều lần sang tận nơi nhắc nhở - khi ở đấy,Tôi nhiều làm Sang tận rơi nhắc nhở - khé ở đấy,0.1064,0.3333,0
images/v2_041533.jpg,lg trong ∆ vuông ta có:,lg trong lí xuông ta có:,0.1304,0.3333,0
images/v2_049831.jpg,3. The students didn't finish their group project,3. The sudents didn't Ahish Their goup project,0.1224,0.5,0
images/v2_006451.jpg,Đem bút học lối người xưa.,Đem bíết học lối người xưa.,0.0769,0.1667,0
images/v2_028440.jpg,Hôm nay! Em nhớ anh quá em,Hôm nay! Em nhỏ anh quá em!,0.0769,0.2857,0
images/v2_005923.jpg,"CT XH não, vùng nhãn bèo T",Cờ. XH nào vung nhân bảo T,0.2692,0.7143,0
images/v2_048940.jpg,văn vẫn làm xúc động hàng triệu trái tim độc giả bởi,văn vẫn làm xúc động hàng triệu trái tim đội giả bởi,0.0192,0.0833,0
images/v2_058107.jpg,hiểu là bao gồm 1 thân gỗ và các cành cây có chứa lá,hiểu là bao gồm 1 thân gỗ và các cành cây có chứa là,0.0192,0.0714,0
images/v2_018833.jpg,CÁC PHÒNG NẾU CÓ KHÓ KHĂN VỀ THỰC PHẨM HAY VẤN ĐỀ,CÁC PHÒNG NẾU CÓ KHÓO KHĂN VỀ THỰC PHẦM HAY VẤN ĐỀ,0.0408,0.1667,0
images/v2_044852.jpg,bị xoá quan trọng và bản thân không đề phòng nên tôi đã chuyển tiền,bị xóa quan trọng và bản thân không để phòng nên tôi đã chuyển tiền,0.0448,0.1333,0
images/v2_041363.jpg,một tình huống nào mới thầy đều mở rộng ra để,một tình huống nào mới thầy đều mở nộng ra để,0.0222,0.0909,0
images/v2_015385.jpg,Dạng bài xác định biện pháp tu từ,Dạng bài xai định biện pháp tu từ,0.0606,0.125,0
images/v2_004484.jpg,→ ôi những bông hoa đang lặng lẽ tỏa hương (câu cảm),=> ôi những bông hoa đang lặng lẽ tỏa hương (câu cảm),0.0385,0.0833,0
images/v2_040465.jpg,Chúng con xin được ngàn đời biết ơn,Chúng con xin được ngân đời biết ơn,0.0286,0.125,0
images/v2_002352.jpg,b) Chọn miền dữ liệu thích hợp và tạo lại biê,b) Chọn miền dữ liệu thích hơn và tạo lại biể,0.0667,0.1818,0
images/v2_035456.jpg,"sân vẫn trưa quét, o thế là em đi quét luôn một thể.","sân vẫn trưa quêt, a thế là em đi quét luôn một thể.",0.0385,0.1538,0
images/v2_057172.jpg,"và vun đắp thêm cái chất, giá trị, bản sắc, tinh hoa của Việt","và vun đắp thêm cái chất, giá trị, bản sắc, tinh hoa của Việt",0.0,0.0,1
images/v2_031978.jpg,không trượt phát nào. Rồi bạn ý khóc.,"không vược nhát nào. Rồi bẹn ý khác,",0.1892,0.5,0
images/v2_049768.jpg,"- Xét nhu cầu công tác và đức, tài của cán","- Xét nhu câu công tác và đức, tài của cán",0.0238,0.0909,0
images/v2_047101.jpg,Hai bên thống nhất chuyển nhượng 1 phần quyền sử dụng đất,Hai bên thống nhất chuyển nhượng 1 phần quyền sử dụng đất,0.0,0.0,1
images/v2_041077.jpg,hơn tao Đúng Ko,hơn tao Đúng Ko,0.0,0.0,1
images/v2_020752.jpg,hương đối với mỗi con người.,trường đối với mỗi con người.,0.1071,0.1667,0
images/v2_024904.jpg,xong vì tăng vận tốc nên đến B cùng lúc ng II (4),Xong vì tăng vận tốc nêu đến B cùng lúc ng II (4),0.0408,0.1538,0
images/v2_034971.jpg,"cố lên, có chúng tôi luôn đồng Hành","Cố lên, có chúng tôi luôn đồng Hành",0.0286,0.125,0
images/v2_056317.jpg,Bãi biên Thịnh Long là bãi biển đẹp ở quê hương,Bác biên Thịnh Long là bái biển đẹp đ que hương,0.1064,0.3636,0
images/v2_044194.jpg,do và chúng tôi sẽ có thêm thời gian suy nghĩ,do và chúng tôi sẽ có thiêm thời gian suy nghĩ,0.0222,0.0909,0
images/v2_055859.jpg,b) Tính số đo góc ở tâm tạo,b) Tính số đo góc ở tảm tao,0.0741,0.25,0
images/v2_021532.jpg,nhiệm vụ vận tải 10.1969,nhiệm vụ vận tải 10.196g,0.0417,0.2,0
images/v2_055821.jpg,<=> N=3600,(=> N = 3600,0.3,2.0,0
images/v2_005263.jpg,cô bảo đừng làm thế thì thầy hiệu trưởng bảo là em,cô bảo đừng làm thể thì thầy hiệu thương bảo là em,0.06,0.1667,0
images/v2_042587.jpg,việc tốt là nó rất ý nghĩa cho cuộc sống hàng ngày,việc tốt là nó rất ý nghĩa cho cuộc sống hàng ngày,0.0,0.0,1
images/v2_026049.jpg,chức cho chúng tôi thảo luận về những để tài quen thuộc trong,chức cho chúng tôi thảo luận về những để tài quen thuộc trong,0.0,0.0,1
images/v2_045397.jpg,"Clause, Before + N","Clause, Before.......",0.3889,0.75,0
images/v2_040845.jpg,Câu 46: Đa giác đều 12 cạnh. thì có 12 đỉnh,Câu 46: Đa giác đều 12 cạnh thì có 12 đỉnh,0.0233,0.0909,0
images/v2_022187.jpg,"là đến với niềm vui, niềm hạnh phúc, sự chia sẻ khi được học cùng","là đến với niềm vui, niềm bạnh phúc, sự chia sẻ khi được học cùng",0.0154,0.0667,0
images/v2_017368.jpg,"theo til chất tiếp tuyến ta có AC L AB , BD LAB",Theo tích chất tiếp luyến ta có AC LAB; BD IAB,0.1915,0.5385,0
images/v2_051218.jpg,Vì D nằm cùng phía với điểm B so với điểm O là OD = 1cm nên,Vì D nằm cùng phía với điểm B so với điểm O là OD=1cm nên,0.0339,0.1765,0
images/v2_030768.jpg,"- Áp dụng tính chất của dãy tỉ số bằng nhau, ta có:","- Áp dụng tính chất của dây tỉ số bằng nhao, ta có:",0.0392,0.1538,0
images/v2_004903.jpg,Người nhận/To: Chúng em xin,Người người người ra Chung em xin,0.4815,0.8,0
images/v2_010116.jpg,"Với lý do: Trong 2 năm học vừa qua, đồng hành","Tới lý do: Trong 2 năm học vừa qua, đồng hành",0.0222,0.0909,0
images/v2_042911.jpg,Niệm. Lân mo áy cây nhiều Thành rừng sẽ tốt cho,khiệm xâu máy cây nhiêu thành rừng sí tôi cho,0.2553,0.7273,0
images/v2_057077.jpg,"của UBND phường và cam kết sẽ không tái phạm, nếu tái phạm","của UBND phường và cam bết sẽ không tái phậm, nói tôi phạm",0.0862,0.3077,0
images/v2_026868.jpg,đồng chí. Nếu đồng chí và các bạn nào có,đồng chi. Nếu đồng chi và các bận hòa 4,0.2,0.5,0
images/v2_009447.jpg,• Mở đoạn: Giới thiệu vấn đề cần nghị luận,- Mở đoạn: Giới thiệu vốn đề cần nghị luận,0.0476,0.2,0
images/v2_047346.jpg,a) Nếu số bị chia giảm đi 3 lần thì thương mới là bao nhiêu ?,a) Nếu số bị chia giảm đi 3 lần thì thương mới là bao nhiêu ?,0.0,0.0,1
images/v2_001005.jpg,tâm đánh thg kẻ thù xâm lược,tâm đánh thg kẻ thì xâm lược,0.0357,0.1429,0
images/v2_029945.jpg,Xin lỗi. Vì tao Không được hoàn hảo.,Xin lỗi. Vì tao không được hoàn hác,0.1111,0.25,0
images/v2_034468.jpg,Số người được mua lượng thực (viết bằng chữ),Số người được mua lương thực (viết bằng chữ),0.0227,0.1111,0
